rank,athlete,age,school,eventName,eventCategory,round,seed,mark,wind,points
6,NA,NA,Cumberland High,4x400 Meter Relay,NA,NA,null,3:30.62,NA,NA
7,NA,NA,Kellits High,4x400 Meter Relay,NA,NA,null,3:45.01,NA,NA
--,NA,NA,Haile Selassie High,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
1,NA,NA,Munro College,4x400 Meter Relay,NA,NA,3:12.77,3:21.33,NA,NA
2,NA,NA,Petersfield High,4x400 Meter Relay,NA,NA,null,3:29.39,NA,NA
3,NA,NA,Mannings High,4x400 Meter Relay,NA,NA,null,3:30.02,NA,NA
4,NA,NA,William Knibb High,4x400 Meter Relay,NA,NA,null,3:31.27,NA,NA
5,NA,NA,Old Harbour High,4x400 Meter Relay,NA,NA,null,3:36.89,NA,NA
6,NA,NA,Maud McLEOD,4x400 Meter Relay,NA,NA,null,3:57.27,NA,NA
--,NA,NA,Bridgeport High School,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
1,NA,NA,Jamaica College,4x400 Meter Relay,NA,NA,3:14.27,3:17.03,NA,NA
2,NA,NA,Bellefield High School,4x400 Meter Relay,NA,NA,null,3:21.24,NA,NA
3,NA,NA,Holmwood Technical,4x400 Meter Relay,NA,NA,null,3:23.74,NA,NA
4,NA,NA,Campion College,4x400 Meter Relay,NA,NA,null,3:26.90,NA,NA
5,NA,NA,St. James High,4x400 Meter Relay,NA,NA,null,3:35.96,NA,NA
6,NA,NA,Rusea's High,4x400 Meter Relay,NA,NA,null,3:37.26,NA,NA
7,NA,NA,Mona High School,4x400 Meter Relay,NA,NA,null,3:37.41,NA,NA
--,NA,NA,Titchfield High School,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
1,NA,NA,St. Jago High,4x400 Meter Relay,NA,NA,3:15.29,3:18.88,NA,NA
2,NA,NA,Wolmers' Boys School,4x400 Meter Relay,NA,NA,null,3:20.03,NA,NA
3,NA,NA,Charlemont High,4x400 Meter Relay,NA,NA,null,3:35.27,NA,NA
--,NA,NA,Ardenne High,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
--,NA,NA,Buff Bay High,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
--,NA,NA,Cornwall College,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
--,NA,NA,Holy Trinity High,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
--,NA,NA,Bog Walk High School,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
1,NA,NA,Calabar High,4x400 Meter Relay,NA,NA,3:15.37,3:16.15,NA,NA
2,NA,NA,Kingston College,4x400 Meter Relay,NA,NA,null,3:18.01,NA,NA
3,NA,NA,Camperdown High School,4x400 Meter Relay,NA,NA,null,3:20.77,NA,NA
4,NA,NA,Claude McKAY High,4x400 Meter Relay,NA,NA,null,3:25.35,NA,NA
5,NA,NA,Vauxhall High,4x400 Meter Relay,NA,NA,null,3:43.44,NA,NA
--,NA,NA,Dunoon Technical High School,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
--,NA,NA,Jonathan Grant High,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
--,NA,NA,Winston Jones High,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
1,NA,NA,Manchester High,4x400 Meter Relay,NA,NA,3:15.53,3:18.19,NA,NA
2,NA,NA,Edith Dalton James,4x400 Meter Relay,NA,NA,null,3:24.92,NA,NA
3,NA,NA,Lennon High,4x400 Meter Relay,NA,NA,null,3:31.20,NA,NA
4,NA,NA,Godfrey Stewart High,4x400 Meter Relay,NA,NA,null,3:31.75,NA,NA
5,NA,NA,Fair Prospect High,4x400 Meter Relay,NA,NA,null,3:37.95,NA,NA
6,NA,NA,Central High,4x400 Meter Relay,NA,NA,null,3:42.33,NA,NA
--,NA,NA,Vere Technical,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
--,NA,NA,Donald Quarrie High School,4x400 Meter Relay,NA,NA,null,DNS,NA,NA
1,James McDONALD,17,Jamaica College,Javelin Throw,Field,NA,53.73m,58.75m,null,9
2,Jeffery King,19,St. Jago High,Javelin Throw,Field,NA,40.95m,53.99m,null,7
3,Rolando Reid,18,Munro College,Javelin Throw,Field,NA,48.26m,53.49m,null,6
4,Jerone Burke,18,Jamaica College,Javelin Throw,Field,NA,48.00m,51.92m,null,5
5,Ravion Ashman,18,Calabar High,Javelin Throw,Field,NA,48.62m,51.07m,null,4
6,Oshane Forbes,18,Balaclava High,Javelin Throw,Field,NA,null,43.95m,null,null
7,Rajae Gayle,19,Munro College,Javelin Throw,Field,NA,45.69m,50.72m,null,2
8,Jenthrow Tindale,18,Edwin Allen High,Javelin Throw,Field,NA,46.15m,49.94m,null,1
9,Roderick Campbell,18,St. Jago High,Javelin Throw,Field,NA,42.90m,49.61m,null,null
10,Carlington Sinclair,19,Manchester High,Javelin Throw,Field,NA,43.31m,47.95m,null,null
11,Lamore Williams,18,Edwin Allen High,Javelin Throw,Field,NA,41.04m,47.94m,null,null
12,Moses Edmondson,18,Bridgeport,Javelin Throw,Field,NA,44.31m,46.76m,null,null
13,Demoy Henry,18,Calabar High,Javelin Throw,Field,NA,44.53m,46.65m,null,null
14,Chadwick DaCOSTA,17,Kingston College,Javelin Throw,Field,NA,40.46m,46.53m,null,null
15,Jael Reid,18,Kemps Hill High,Javelin Throw,Field,NA,40.51m,43.77m,null,null
16,Zaavan Richards,16,Kingston College,Javelin Throw,Field,NA,40.98m,43.18m,null,null
17,Seldwyn Morgan,17,Claude McKAY High,Javelin Throw,Field,NA,40.23m,41.70m,null,null
18,Andre Headley,17,Bog Walk,Javelin Throw,Field,NA,40.47m,37.16m,null,null
1,Kimberly Williamson,17,Edwin Allen High,High Jump,Field,NA,1.55m,1.80m,null,9
2,Chanice Porter,17,Manchester High,High Jump,Field,NA,null,1.55m,null,null
3,Shanice Lee,17,Oberlin High,High Jump,Field,NA,1.55m,1.75m,null,6
4,Krista-Gay Taylor,16,Convent OF Mercy,High Jump,Field,NA,null,1.55m,null,null
5,Shanice McPherson,16,Holmwood Technical,High Jump,Field,NA,1.55m,1.65m,null,4
6,Tamoya Walters,17,St. Jago High,High Jump,Field,NA,1.55m,1.60m,null,2
6,Chennel Palmer,16,Vere Technical,High Jump,Field,NA,1.55m,1.60m,null,2
6,Mistry Chisolm,16,Excelsior High,High Jump,Field,NA,1.55m,1.60m,null,2
9,Tatiana Wolfe,16,Convent OF Mercy,High Jump,Field,NA,null,1.55m,null,null
10,Opal James,16,St. Elizabeth TE,High Jump,Field,NA,null,1.55m,null,null
11,Chenika Jones,16,McGRATH High,High Jump,Field,NA,null,1.55m,null,null
11,Rashema Briscoe,17,Edwin Allen High,High Jump,Field,NA,null,1.55m,null,null
13,Michellae Walker,16,St. Andrew High,High Jump,Field,NA,null,1.55m,null,null
1,Yanique McNeil,15,Vere Technical,400 Meter Dash,Track,NA,54.96,54.29,null,9
2,Genekee Leith,15,St. Jago High,400 Meter Dash,Track,NA,57.11,55.10,null,7
3,Semoy Hemmings,14,Hydel High,400 Meter Dash,Track,NA,56.79,55.29,null,6
4,Antonika Drummond,15,Holmwood Technical,400 Meter Dash,Track,NA,56.98,55.33,null,5
5,Tiffany James,14,Papine High School,400 Meter Dash,Track,NA,57.47,56.22,null,4
6,Andrenette Knight,14,Vere Technical,400 Meter Dash,Track,NA,58.05,57.08,null,3
7,Shanna Kay Manning,15,Holmwood Technical,400 Meter Dash,Track,NA,58.12,57.46,null,2
8,Davia Smith,14,Edwin Allen High,400 Meter Dash,Track,NA,58.72,57.96,null,1
1,Jordan James,13,Wolmers' Boys,400 Meter Dash,Track,NA,52.50,50.28,null,9
2,Devaughn Baker,14,Jamaica College,400 Meter Dash,Track,NA,51.80,50.34,null,7
3,Malcolm Campbell,14,Calabar High,400 Meter Dash,Track,NA,51.60,51.24,null,6
4,Dirk Williamson,14,Jamaica College,400 Meter Dash,Track,NA,52.80,51.26,null,5
5,Roderick Moodie,14,Kingston College,400 Meter Dash,Track,NA,52.83,52.73,null,4
6,Javaughn Fowler,14,Calabar High,400 Meter Dash,Track,NA,52.97,52.92,null,3
7,Jonathan Smith,14,Kingston College,400 Meter Dash,Track,NA,53.07,53.33,null,2
8,Jaron Brown,14,St. Jago High,400 Meter Dash,Track,NA,52.97,54.99,null,1
1,Chrisann Gordon,16,Holmwood Technical,400 Meter Dash,Track,NA,53.10,51.62,null,null
2,Olivia James,17,Vere Technical,400 Meter Dash,Track,NA,54.72,52.90,null,7
3,Sherieka Jackson,17,Vere Technical,400 Meter Dash,Track,NA,55.51,52.94,null,6
4,Nicolate Martin,17,Holmwood Technical,400 Meter Dash,Track,NA,55.91,54.61,null,5
5,Simoya Campbell,17,Spalding High,400 Meter Dash,Track,NA,55.27,55.00,null,4
6,Camira Haughton,16,Edwin Allen High,400 Meter Dash,Track,NA,56.24,56.01,null,3
7,Asaine Hall,16,Petersfield High,400 Meter Dash,Track,NA,56.42,56.42,null,2
--,Titania Markland,17,St. Mary High,400 Meter Dash,Track,NA,57.25,DNS,null,null
1,Lennox Williams,16,Manchester High,400 Meter Dash,Track,NA,49.01,47.96,null,9
2,Javon Francis,16,Calabar High,400 Meter Dash,Track,NA,49.18,48.83,null,7
3,Ivan Henry,15,St. Jago High,400 Meter Dash,Track,NA,49.83,49.25,null,6
4,Kadeesh Willis,16,St. Jago High,400 Meter Dash,Track,NA,49.74,49.34,null,5
5,Jonah Morgan,16,Excelsior High,400 Meter Dash,Track,NA,49.60,49.75,null,4
6,Brandon McINTOSH,15,ST Thomas Technical,400 Meter Dash,Track,NA,49.66,49.87,null,3
7,Okeen Williams,15,St. Elizabeth TE,400 Meter Dash,Track,NA,49.46,49.97,null,2
--,Alwayne Pitter,16,Edwin Allen High,400 Meter Dash,Track,NA,null,49.81,null,null
1,Ristanannna Tracey,19,Edwin Allen High,400 Meter Dash,Track,NA,53.90,52.38,null,9
2,Orenthia Bennett,18,Manchester High,400 Meter Dash,Track,NA,56.34,55.26,null,7
3,Moya McKenzie,19,Bellefield,400 Meter Dash,Track,NA,55.35,56.10,null,6
4,Allison Daley,19,Holmwood Technical,400 Meter Dash,Track,NA,56.65,56.11,null,5
5,Toveo Jenkins,18,Herbert Morrison,400 Meter Dash,Track,NA,57.78,56.89,null,4
6,Teona Glaves,19,Bellefield,400 Meter Dash,Track,NA,57.18,56.93,null,3
7,Shawnette Lewin,18,Edwin Allen High,400 Meter Dash,Track,NA,56.91,57.01,null,2
8,Chatalia Watson,18,Holmwood Technical,400 Meter Dash,Track,NA,57.61,57.25,null,1
1,Javere Bell,18,Seaforth High,400 Meter Dash,Track,NA,48.33,46.54,null,9
2,Waynee Hyman,19,Munro College,400 Meter Dash,Track,NA,47.93,47.40,null,7
3,Jovan Williams,18,Kingston College,400 Meter Dash,Track,NA,47.89,47.60,null,6
4,Travane Morrison,18,Kingston College,400 Meter Dash,Track,NA,48.63,48.27,null,5
5,Nolan Williams,19,St. Jago High,400 Meter Dash,Track,NA,48.09,48.82,null,4
6,Krisneve Palmer,19,Bellefield,400 Meter Dash,Track,NA,48.29,49.12,null,3
7,Chevaughn Smith,19,Camperdown High,400 Meter Dash,Track,NA,48.77,49.45,null,2
8,Rolando Reid,18,Munro College,400 Meter Dash,Track,NA,48.73,50.32,null,1
1,Ashinia Miller,18,Calabar High,Shot Put,Field,NA,14.35m,18.98m,null,null
2,Travis Smikle,19,Calabar High,Shot Put,Field,NA,14.81m,18.05m,null,7
3,Emmanuel Onyia,18,Munro College,Shot Put,Field,NA,16.22m,17.70m,null,6
4,Shaquille Lewis,18,Jamaica College,Shot Put,Field,NA,15.31m,16.28m,null,5
5,Kashif Ford,17,Jamaica College,Shot Put,Field,NA,14.24m,15.66m,null,4
6,Rajae Gayle,19,Munro College,Shot Put,Field,NA,11.62m,15.65m,null,3
7,Michael Meikle,18,Kingston College,Shot Put,Field,NA,13.81m,15.02m,null,2
8,Roderick Campbell,18,St. Jago High,Shot Put,Field,NA,12.78m,14.28m,null,1
9,Chadwick DaCOSTA,17,Kingston College,Shot Put,Field,NA,13.12m,14.19m,null,null
10,Gavin Grey,18,Bridgeport,Shot Put,Field,NA,12.55m,14.03m,null,null
11,Carlington Sinclair,19,Manchester High,Shot Put,Field,NA,12.72m,13.86m,null,null
12,David Green,18,Vauxhall High,Shot Put,Field,NA,12.48m,13.04m,null,null
13,Shamoy Perry,17,Cornwall College,Shot Put,Field,NA,12.02m,12.85m,null,null
14,Jermaine Thompson,19,Campion College,Shot Put,Field,NA,12.21m,12.84m,null,null
15,Seldwyn Morgan,17,Claude McKAY High,Shot Put,Field,NA,12.27m,12.68m,null,null
16,Roy Dudley,18,St. Jago High,Shot Put,Field,NA,12.50m,12.22m,null,null
17,Oshane Forbes,18,Balaclava High,Shot Put,Field,NA,12.32m,12.18m,null,null
18,Alphanso Bloise,19,Holmwood Technical,Shot Put,Field,NA,12.33m,12.16m,null,null
19,Derval Rodney,17,Maud McLEOD,Shot Put,Field,NA,11.79m,11.97m,null,null
20,Dwayne Bryce,18,Cumberland High,Shot Put,Field,NA,11.53m,11.20m,null,null
21,Ramon Campbell,18,Wolmers' Boys,Shot Put,Field,NA,11.85m,10.93m,null,null
--,Damion King,19,Oberlin High,Shot Put,Field,NA,11.89m,FOUL,null,null
1,Rushelle Burton,13,St. Andrew High,70 Meter Hurdles,Track,NA,11.10,10.79,-5.0,9
2,Janeek Brown,13,Wolmers Girls,70 Meter Hurdles,Track,NA,11.04,10.87,-5.0,7
3,Sidney Marshall,12,Manchester High,70 Meter Hurdles,Track,NA,11.14,11.23,-5.0,6
4,Jody-Ann Petrie,13,Excelsior High,70 Meter Hurdles,Track,NA,11.31,11.30,-5.0,5
5,Brittani Thompson,13,Hydel High,70 Meter Hurdles,Track,NA,11.35,11.37,-5.0,4
6,Tashauna Griffiths,13,Jonathan Grant High,70 Meter Hurdles,Track,NA,11.54,11.59,-5.0,3
7,Zinedine Russell,12,Convent OF Mercy,70 Meter Hurdles,Track,NA,11.73,11.75,-5.0,2
8,Voshon Lynch,13,Excelsior High,70 Meter Hurdles,Track,NA,11.89,11.87,-5.0,1
1,Yanique Thompson,15,Holmwood Technical,80 Meter Hurdles,Track,NA,11.48,11.60,-3.4,9
2,Peta-Gay Williams,15,Camperdown High,80 Meter Hurdles,Track,NA,12.15,11.76,-3.4,7
3,Tracy-Ann May,15,Edwin Allen High,80 Meter Hurdles,Track,NA,12.01,11.78,-3.4,6
4,Georgiana Gordon,15,St. Jago High,80 Meter Hurdles,Track,NA,12.18,12.18,-3.4,5
5,Shanice Lewis,15,Edwin Allen High,80 Meter Hurdles,Track,NA,12.36,12.19,-3.4,4
6,Andrenette Knight,14,Vere Technical,80 Meter Hurdles,Track,NA,12.09,12.20,-3.4,3
7,Dawna Young,14,Wolmers Girls,80 Meter Hurdles,Track,NA,12.41,12.22,-3.4,2
--,Oweneika Watson,15,Buff Bay High,80 Meter Hurdles,Track,NA,null,12.26,null,null
1,Chrisdale McCarthy,17,St. Jago High,100 Meter Hurdles,Track,NA,14.22,13.66,-2.7,9
2,Megan Simmonds,17,St. Andrew High,100 Meter Hurdles,Track,NA,14.12,13.66,-2.7,7
3,Janieve Russel,17,Holmwood Technical,100 Meter Hurdles,Track,NA,14.18,13.92,-2.7,6
4,Claudette Allen,16,Edwin Allen High,100 Meter Hurdles,Track,NA,14.24,14.12,-2.7,5
5,Rusheen Reid,17,The Queen's School,100 Meter Hurdles,Track,NA,14.29,14.14,-2.7,4
6,Teriann Wiiliams,17,Edwin Allen High,100 Meter Hurdles,Track,NA,14.35,14.28,-2.7,3
7,Tatiana Wolfe,16,Convent OF Mercy,100 Meter Hurdles,Track,NA,14.85,14.63,-2.7,2
8,Cherifa Bartlet,17,St. Elizabeth TE,100 Meter Hurdles,Track,NA,14.48,15.61,-2.7,1
1,Kimberly Golding,18,Convent OF Mercy,100 Meter Hurdles,Track,NA,14.19,13.93,-3.2,9
2,Tonique Sobah,19,St. Jago High,100 Meter Hurdles,Track,NA,14.24,13.96,-3.2,7
3,Anna Kay James,19,St. Jago High,100 Meter Hurdles,Track,NA,14.80,14.30,-3.2,6
4,Halle Green,18,The Queen's School,100 Meter Hurdles,Track,NA,14.68,14.56,-3.2,5
5,Adriana Brown,18,Manchester High,100 Meter Hurdles,Track,NA,14.50,14.60,-3.2,4
6,Keenan Davis,18,Edwin Allen High,100 Meter Hurdles,Track,NA,14.98,14.67,-3.2,3
7,Rochelle Williams,19,Holmwood Technical,100 Meter Hurdles,Track,NA,15.19,14.74,-3.2,2
8,Jami-Lee Gordon,18,Manchester High,100 Meter Hurdles,Track,NA,16.18,15.63,-3.2,1
1,Michael Ohara,14,Calabar High,100 Meter Hurdles,Track,NA,14.01,13.69,-0.7,9
2,Jaheel Hyde,14,Wolmers' Boys,100 Meter Hurdles,Track,NA,14.02,13.93,-0.7,7
3,Jordan Chin,14,St. Jago High,100 Meter Hurdles,Track,NA,14.23,13.96,-0.7,6
4,Shaquille Shaw,14,Kingston College,100 Meter Hurdles,Track,NA,14.50,14.09,-0.7,5
5,Tarique Henry,14,Jamaica College,100 Meter Hurdles,Track,NA,14.77,14.28,-0.7,4
6,Shamar Morrison,14,Jamaica College,100 Meter Hurdles,Track,NA,14.66,14.29,-0.7,3
7,Khori Bennett,13,Wolmers' Boys,100 Meter Hurdles,Track,NA,14.62,14.32,-0.7,2
8,Keno Munroe,14,St. Jago High,100 Meter Hurdles,Track,NA,14.80,14.33,-0.7,1
1,Kellion Knibb,17,St. Jago High,Javelin Throw,Field,NA,35.81m,47.18m,null,9
2,Veleisha Walker,19,Immaculate Conce,Javelin Throw,Field,NA,31.99m,43.59m,null,7
3,Danniel Thomas,18,Edwin Allen High,Javelin Throw,Field,NA,31.54m,43.33m,null,6
4,Kenisha Stewart,19,Edwin Allen High,Javelin Throw,Field,NA,30.28m,36.17m,null,5
5,Deveena Nation,17,Buff Bay High,Javelin Throw,Field,NA,29.78m,34.54m,null,4
6,Serena Canegan,19,Vere Technical,Javelin Throw,Field,NA,34.91m,33.09m,null,3
7,Taleika Harris-Nelson,18,Vere Technical,Javelin Throw,Field,NA,30.84m,32.58m,null,2
8,Nayoka Clunis,15,Excelsior High,Javelin Throw,Field,NA,29.05m,32.36m,null,1
9,Gleneve Grange,16,Holmwood Technical,Javelin Throw,Field,NA,29.62m,30.21m,null,null
10,Gabrielle Murdock,17,Immaculate Conce,Javelin Throw,Field,NA,27.00m,29.59m,null,null
11,Georgia Williams,17,St. Andrew High,Javelin Throw,Field,NA,26.17m,29.36m,null,null
12,Shantay Stephens,17,Holmwood Technical,Javelin Throw,Field,NA,32.66m,28.69m,null,null
13,Shereece Smith,16,Manchester High,Javelin Throw,Field,NA,30.23m,26.44m,null,null
14,MACY McFarlane,16,Happy Grove High,Javelin Throw,Field,NA,27.27m,25.46m,null,null
15,Kglesia Hunter,16,Seaforth High,Javelin Throw,Field,NA,26.15m,25.26m,null,null
15,Kristen Deacon,15,Wolmers Girls,Javelin Throw,Field,NA,29.07m,25.26m,null,null
17,Alethia Edwards,17,Wolmers Girls,Javelin Throw,Field,NA,28.78m,24.16m,null,null
18,Ladonnia Walsh,18,St. Andrew High,Javelin Throw,Field,NA,27.14m,19.87m,null,null
--,Shantal Reid,19,Titchfield High,Javelin Throw,Field,NA,23.21m,DNS,null,null
1,Tyler Mason,16,Jamaica College,110 Meter Hurdles,Track,NA,14.54,13.82,-2.2,9
2,Kemar Williams,16,Calabar High,110 Meter Hurdles,Track,NA,14.44,14.16,-2.2,7
3,Davion Dennis,16,St. Elizabeth TE,110 Meter Hurdles,Track,NA,14.82,14.34,-2.2,6
4,Sadiki Streete,16,Jamaica College,110 Meter Hurdles,Track,NA,14.63,14.35,-2.2,5
5,Twain Gordon,16,Ardenne High,110 Meter Hurdles,Track,NA,14.60,14.54,-2.2,4
6,Akeem McLEAN,16,Calabar High,110 Meter Hurdles,Track,NA,14.83,14.58,-2.2,3
7,Maurice McINTOSH,15,St. Elizabeth TE,110 Meter Hurdles,Track,NA,14.72,14.70,-2.2,2
8,Rosean Maxwell,16,Munro College,110 Meter Hurdles,Track,NA,14.90,14.74,-2.2,1
1,Stefan Fennel,17,Kingston College,110 Meter Hurdles,Track,NA,13.94,13.68,-2.9,9
2,Yanick Hart,17,Wolmers' Boys,110 Meter Hurdles,Track,NA,14.35,14.05,-2.9,7
3,Omar Graham,17,Manchester High,110 Meter Hurdles,Track,NA,14.42,14.24,-2.9,6
4,D'Omar Boyden,19,Kingston College,110 Meter Hurdles,Track,NA,14.84,14.59,-2.9,5
5,Courtney Francis,19,Jamaica College,110 Meter Hurdles,Track,NA,14.78,14.83,-2.9,4
6,Quishain Paarchment,18,St. Elizabeth TE,110 Meter Hurdles,Track,NA,14.94,14.87,-2.9,3
7,Kevaughn Allen,18,Wolmers' Boys,110 Meter Hurdles,Track,NA,14.43,14.98,-2.9,2
8,Kyle Robinson,17,Jamaica College,110 Meter Hurdles,Track,NA,14.93,15.40,-2.9,1
1,Tamara Moncrieffe,15,Holmwood Technical,Long Jump,Field,NA,5.67m,5.82m,2.1,9
2,Shardia Lawrence,15,Vere Technical,Long Jump,Field,NA,null,5.55m,null,null
3,Danique Bryan,15,Edwin Allen High,Long Jump,Field,NA,5.40m,5.61m,1.9,6
4,Oweneika Watson,15,Buff Bay High,Long Jump,Field,NA,5.44m,5.49m,4.6,5
5,Amanda Carty,14,Hydel High,Long Jump,Field,NA,5.25m,5.46m,0.7,4
6,Tashay Hunter,15,Donald Quarrie,Long Jump,Field,NA,5.40m,5.45m,2.6,3
7,Latavia Coombs,15,Holmwood Technical,Long Jump,Field,NA,5.29m,5.41m,1.9,2
8,Jehvannia Vidal-Whyte,15,Vere Technical,Long Jump,Field,NA,5.43m,5.38m,3.2,1
9,Annastacia Forrester,14,Manchester High,Long Jump,Field,NA,5.33m,5.36m,2.0,null
10,Kishna Gaye Chambers,15,St. Elizabeth TE,Long Jump,Field,NA,5.29m,5.24m,2.1,null
11,Ashley Baker,14,Excelsior High,Long Jump,Field,NA,5.55m,5.19m,1.7,null
12,Samara Spencer,14,Hydel High,Long Jump,Field,NA,5.61m,5.14m,2.3,null
13,Danicia Grant,14,St. Jago High,Long Jump,Field,NA,5.23m,5.05m,3.2,null
14,Shanice Lewis,15,Edwin Allen High,Long Jump,Field,NA,5.55m,4.95m,1.4,null
15,Shanique Wright,14,Manchester High,Long Jump,Field,NA,5.20m,4.47m,1.8,null
1,Lisa Buchanan,14,Holmwood Technical,800 Meter Run,Track,NA,2:13.98,2:12.05,null,9
2,Chantai Smith,15,St. Elizabeth TE,800 Meter Run,Track,NA,2:17.39,2:12.07,null,7
3,Aleitha McLaughlin,15,St. Elizabeth TE,800 Meter Run,Track,NA,2:19.19,2:14.21,null,6
4,Roshae Burrell,15,St. Jago High,800 Meter Run,Track,NA,2:18.46,2:15.58,null,5
5,Genekee Leith,15,St. Jago High,800 Meter Run,Track,NA,2:16.64,2:17.59,null,4
6,Chevel Jackson,15,Ocho Rios High,800 Meter Run,Track,NA,2:20.83,2:18.04,null,3
7,Sashekia Heath,14,Holmwood Technical,800 Meter Run,Track,NA,2:18.19,2:18.48,null,2
8,Shanice Clarke,15,Vere Technical,800 Meter Run,Track,NA,2:22.76,2:19.39,null,1
1,Orville Dixon,13,Calabar High,800 Meter Run,Track,NA,2:05.91,2:00.24,null,9
2,Nakeem Hemmings,14,Jamaica College,800 Meter Run,Track,NA,2:07.52,2:03.14,null,7
3,Dirk Williamson,14,Jamaica College,800 Meter Run,Track,NA,2:10.13,2:03.35,null,6
4,Shavanes Robinson,14,Titchfield High,800 Meter Run,Track,NA,2:09.75,2:03.94,null,5
5,Sherwayne Allen,14,Kingston College,800 Meter Run,Track,NA,2:06.44,2:04.30,null,4
6,Bradley Smith,14,Kingston College,800 Meter Run,Track,NA,2:07.70,2:05.02,null,3
7,Paul Tate,14,Lacovia High,800 Meter Run,Track,NA,2:08.53,2:07.38,null,2
8,Oyeth Bailey,14,Foga Road High,800 Meter Run,Track,NA,2:06.48,2:10.49,null,1
6,Titania Markland,17,St. Mary High,800 Meter Run,Track,NA,2:17.04,2:19.28,null,3
7,Claudette Campbell,17,Holmwood Technical,800 Meter Run,Track,NA,2:18.78,2:19.82,null,2
8,Kemo Anderson,16,Manchester High,800 Meter Run,Track,NA,2:20.28,2:31.80,null,1
1,Kevin Robinson,15,Foga Road High,800 Meter Run,Track,NA,1:59.48,1:57.40,null,9
2,Jorel Belfante,16,Calabar High,800 Meter Run,Track,NA,2:01.45,1:57.45,null,7
3,Romaine Headman,15,Jamaica College,800 Meter Run,Track,NA,1:59.36,1:57.77,null,6
4,Kadar Bryan,16,Jamaica College,800 Meter Run,Track,NA,2:02.30,1:59.54,null,5
5,Chad Antoine Miller,15,Kingston College,800 Meter Run,Track,NA,2:00.36,1:59.70,null,4
6,Robert Thomas,16,St. Jago High,800 Meter Run,Track,NA,1:59.52,2:00.58,null,3
7,Ricordo McKENZIE,15,Cornwall College,800 Meter Run,Track,NA,2:02.09,2:02.27,null,2
8,Herbert Thomas,16,Munro College,800 Meter Run,Track,NA,2:00.42,2:13.28,null,1
1,Ristanannna Tracey,19,Edwin Allen High,800 Meter Run,Track,NA,2:12.82,2:05.95,null,9
2,Desreen Montaque,18,Edwin Allen High,800 Meter Run,Track,NA,2:13.63,2:09.01,null,7
3,Chantal Duncan,18,Vere Technical,800 Meter Run,Track,NA,2:15.09,2:09.44,null,6
4,Petrene Plummer,18,Holmwood Technical,800 Meter Run,Track,NA,2:12.60,2:11.56,null,5
5,Jhevere Hall,18,St. Jago High,800 Meter Run,Track,NA,2:13.28,2:14.25,null,4
6,Monique Thompson,19,Holmwood Technical,800 Meter Run,Track,NA,2:15.48,2:15.82,null,3
7,Willomena Williams,18,Bog Walk,800 Meter Run,Track,NA,2:12.28,2:20.45,null,2
8,Teona Glaves,19,Bellefield,800 Meter Run,Track,NA,2:17.20,2:22.35,null,1
2,Brian Smith,17,Clarendon College,800 Meter Run,Track,NA,1:56.11,1:52.43,null,7
3,Rando Gunn,19,Calabar High,800 Meter Run,Track,NA,1:54.28,1:52.50,null,6
4,Rogeek Rochester,19,Kingston College,800 Meter Run,Track,NA,1:55.23,1:54.20,null,5
5,Andre Hare,18,Kingston College,800 Meter Run,Track,NA,1:56.20,1:54.47,null,4
6,Sanje Pantry,18,St. Jago High,800 Meter Run,Track,NA,1:55.70,1:55.17,null,3
7,Alex Saunders,18,Holmwood Technical,800 Meter Run,Track,NA,1:56.14,1:56.51,null,2
--,Rayon Black,17,Ferncourt High,800 Meter Run,Track,NA,1:55.19,DNF,null,null
1,Andre Helps,16,Kingston College,Discus Throw,Field,NA,38.56m,48.68m,null,9
2,Javari Fairclough,16,Calabar High,Discus Throw,Field,NA,42.51m,46.90m,null,7
3,Zaavan Richards,16,Kingston College,Discus Throw,Field,NA,39.49m,45.99m,null,6
4,Basil Bingham,17,Calabar High,Discus Throw,Field,NA,39.45m,45.92m,null,5
5,Glenford Watson,16,Petersfield High,Discus Throw,Field,NA,39.86m,43.99m,null,4
6,Alec-Verne Longmore,16,Jamaica College,Discus Throw,Field,NA,37.95m,43.26m,null,3
7,Adrian Richards,16,St. Jago High,Discus Throw,Field,NA,37.20m,41.95m,null,2
8,Sanjay Reid,16,Foga Road High,Discus Throw,Field,NA,37.47m,39.28m,null,1
9,Brian Canaan,16,Jamaica College,Discus Throw,Field,NA,37.38m,38.97m,null,null
10,Alleque Ellis,16,Wolmers' Boys,Discus Throw,Field,NA,36.06m,36.02m,null,null
11,Stevon Crooks,15,Petersfield High,Discus Throw,Field,NA,35.89m,33.53m,null,null
--,Romario Grapine,15,Buff Bay High,Discus Throw,Field,NA,38.90m,ND,null,null
